Name,SMILES_x,DDPD-ID,Drug-Name,Molecular-Weight,Molecular-Formula,data_source
magnesium oxide,[O--].[Mg++],,,40.305,MgO,PubChem
magnesium silicate,[O--].[O--].[O--].[Mg++].[Si+4],DDPD13249,Magnesium silicate,100.387,MgO3Si,original
magnesium sulfate,[Mg++].[O-]S([O-])(=O)=O,DDPD00653,Magnesium sulfate,120.368,MgO4S,original
magnesium trisilicate,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,DDPD09281,Magnesium trisilicate,260.857,Mg2O8Si3,original
malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,DDPD00772,Malathion,330.358,C10H19O6PS2,original
mandelic acid,OC(C(O)=O)C1=CC=CC=C1,,,152.15,C8H8O3,PubChem
mangafodipir,[Mn++].CC1=C(O)C(CN(CCN(CC([O-])=O)CC2=CC(COP(O)(O)=O)=NC(C)=C2O)CC([O-])=O)=CC(COP(O)(O)=O)=N1,DDPD06796,Mangafodipir,691.382,C22H30MnN4O14P2,original
manganese,[Mn++],DDPD06757,Manganese,54.938,Mn,original
manganese citrate,[Mn++].[Mn++].[Mn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,,,543.01,C12H10Mn3O14,PubChem
manganese gluconate,[Mn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,,,445.23,C12H22MnO14,PubChem
manidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,DDPD09238,Manidipine,610.711,C35H38N4O6,original
mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,DDPD00742,Mannitol,182.1718,C6H14O6,original
mannitol busulfan,CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O,,,338.4,C8H18O10S2,PubChem
maprotiline,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,DDPD00934,Maprotiline,277.4033,C20H23N,original
maralixibat,CCCCC1(CCCC)CS(=O)(=O)C2=CC=C(C=C2[C@H]([C@H]1O)C1=CC=C(OCC2=CC=C(C[N+]34CCN(CC3)CC4)C=C2)C=C1)N(C)C,,,675.0,C40H56N3O4S+,PubChem
maraviroc,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,DDPD04835,Maraviroc,513.6655,C29H41F2N5O,original
maribavir,CC(C)NC1=NC2=CC(Cl)=C(Cl)C=C2N1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,,,376.2,C15H19Cl2N3O4,PubChem
masoprocol,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,DDPD00179,Masoprocol,302.3649,C18H22O4,original
mavacamten,CC(C)N1C(=O)NC(N[C@@H](C)C2=CC=CC=C2)=CC1=O,,,273.33,C15H19N3O2,PubChem
mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,DDPD00579,Mazindol,284.74,C16H13ClN2O,original
mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,DDPD00643,Mebendazole,295.2927,C16H13N3O3,original
mebeverine,CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1,,,429.5,C25H35NO5,PubChem
mebrofenin,CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,,,387.23,C15H19BrN2O5,PubChem
mebutamate,CCC(C)C(C)(COC(N)=O)COC(N)=O,DDPD06797,Mebutamate,232.2768,C10H20N2O4,original
mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,DDPD00657,Mecamylamine,167.2911,C11H21N,original
mechlorethamine,CN(CCCl)CCCl,DDPD00888,Mechlorethamine,156.054,C5H11Cl2N,original
meclizine,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,DDPD00737,Meclizine,390.948,C25H27ClN2,original
meclofenamic acid,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,DDPD00939,Meclofenamic acid,296.149,C14H11Cl2NO2,original
mecobalamin,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,DDPD03614,Mecobalamin,1344.3823,C63H91CoN13O14P,original
medifoxamine,CN(C)CC(OC1=CC=CC=C1)OC1=CC=CC=C1,DDPD13219,Medifoxamine,257.333,C16H19NO2,original
medrogestone,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,DDPD09124,Medrogestone,340.507,C23H32O2,original
medronic acid,OP(O)(=O)CP(O)(O)=O,,,176.00,CH6O6P2,PubChem
medroxyprogesterone acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,DDPD00603,Medroxyprogesterone acetate,386.5244,C24H34O4,original
medrysone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,DDPD00253,Medrysone,344.4877,C22H32O3,original
mefenamic acid,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,DDPD00784,Mefenamic acid,241.2851,C15H15NO2,original
mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,DDPD00358,Mefloquine,378.3122,C17H16F6N2O,original
megestrol acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,DDPD00351,Megestrol acetate,384.516,C24H32O4,original
meglumine,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,,195.21,C7H17NO5,PubChem
melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,DDPD01065,Melatonin,232.2783,C13H16N2O2,original
meloxicam,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,DDPD00814,Meloxicam,351.401,C14H13N3O4S2,original
melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,DDPD01042,Melphalan,305.2,C13H18Cl2N2O2,original
melphalan flufenamide,CCOC(=O)[C@H](CC1=CC=C(F)C=C1)NC(=O)[C@@H](N)CC1=CC=C(C=C1)N(CCCl)CCCl,,,498.4,C24H30Cl2FN3O3,PubChem
memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,DDPD01043,Memantine,179.3018,C12H21N,original
menadiol diphosphate,CC1=C(OP(O)(O)=O)C2=CC=CC=C2C(OP(O)(O)=O)=C1,,,334.16,C11H12O8P2,PubChem
menadione,CC1=CC(=O)C2=CC=CC=C2C1=O,DDPD00170,Menadione,172.18,C11H8O2,original
menthol,CC(C)C1CCC(C)CC1O,,,156.26,C10H20O,PubChem
menthyl salicylate,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O,DDPD11201,Menthyl salicylate,276.376,C17H24O3,original
mepenzolate,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DDPD04843,Mepenzolate,340.436,C21H26NO3,original
meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,DDPD00454,Meperidine,247.3327,C15H21NO2,original
mephenesin,CC1=CC=CC=C1OCC(O)CO,DDPD13583,Mephenesin,182.219,C10H14O3,original
mephentermine,CNC(C)(C)CC1=CC=CC=C1,DDPD01365,Mephentermine,163.2594,C11H17N,original
mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,DDPD00532,Mephenytoin,218.2518,C12H14N2O2,original
mepivacaine,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,DDPD00961,Mepivacaine,246.348,C15H22N2O,original
meprednisone,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,372.5,C22H28O5,PubChem
meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,DDPD00371,Meprobamate,218.2502,C9H18N2O4,original
mepyramine,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,DDPD06691,Mepyramine,285.384,C17H23N3O,original
mequinol,COC1=CC=C(O)C=C1,DDPD09516,Mequinol,124.1372,C7H8O2,original
meradimate,CC(C)C1CCC(C)CC1OC(=O)C1=CC=CC=C1N,DDPD11096,Meradimate,275.392,C17H25NO2,original
mercaptopurine,S=C1N=CNC2=C1NC=N2,DDPD01033,Mercaptopurine,152.177,C5H4N4S,original
meropenem,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],DDPD00760,Meropenem,383.463,C17H25N3O5S,original
mesalazine,NC1=CC(C(O)=O)=C(O)C=C1,DDPD00244,Mesalazine,153.1354,C7H7NO3,original
mesoridazine,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,DDPD00933,Mesoridazine,386.574,C21H26N2OS2,original
mestranol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3,DDPD01357,Mestranol,310.4299,C21H26O2,original
metacycline,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,DDPD00931,Metacycline,442.424,C22H22N2O8,original
metamfetamine,CN[C@@H](C)CC1=CC=CC=C1,DDPD01577,Metamfetamine,149.2328,C10H15N,original
metamizole,CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,,,311.36,C13H17N3O4S,PubChem
metaraminol,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,DDPD00610,Metaraminol,167.205,C9H13NO2,original
metaxalone,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,DDPD00660,Metaxalone,221.2524,C12H15NO3,original
metergoline,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C,DDPD13520,Metergoline,403.526,C25H29N3O2,original
metformin,CN(C)C(=N)NC(N)=N,DDPD00331,Metformin,129.1636,C4H11N5,original
methacholine,CC(C[N+](C)(C)C)OC(C)=O,DDPD06709,Methacholine,160.234,C8H18NO2,original
methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,DDPD00333,Methadone,309.4452,C21H27NO,original
methantheline,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,,,340.4,C21H26NO3+,PubChem
methazolamide,CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O,DDPD00703,Methazolamide,236.26,C5H8N4O3S2,original
methdilazine,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,DDPD00902,Methdilazine,296.43,C18H20N2S,original
methenamine,C1N2CN3CN1CN(C2)C3,DDPD06799,Methenamine,140.1863,C6H12N4,original
methimazole,CN1C=CNC1=S,DDPD00763,Methimazole,114.169,C4H6N2S,original
methionine,CSCC[C@H](N)C(O)=O,DDPD00134,Methionine,149.211,C5H11NO2S,original
methionine,CSCC[C@H](N)C(O)=O,DDPD02893,D-Methionine,149.211,C5H11NO2S,original
methocarbamol,COC1=C(OCC(O)COC(N)=O)C=CC=C1,DDPD00423,Methocarbamol,241.2405,C11H15NO5,original
methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,DDPD00474,Methohexital,262.3043,C14H18N2O3,original
methotrexate,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,DDPD00563,Methotrexate,454.4393,C20H22N8O5,original
methotrimeprazine,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,DDPD01403,Methotrimeprazine,328.472,C19H24N2OS,original
methoxamine,COC1=CC(C(O)C(C)N)=C(OC)C=C1,DDPD00723,Methoxamine,211.2576,C11H17NO3,original
methoxsalen,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,DDPD00553,Methoxsalen,216.192,C12H8O4,original
methoxyflurane,COC(F)(F)C(Cl)Cl,DDPD01028,Methoxyflurane,164.966,C3H4Cl2F2O,original
methoxyphenamine,CNC(C)CC1=CC=CC=C1OC,,,179.26,C11H17NO,PubChem
methscopolamine,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,,,318.4,C18H24NO4+,PubChem
methscopolamine bromide,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,DDPD00462,Methscopolamine bromide,398.291,C18H24BrNO4,original
methsuximide,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,DDPD05246,Methsuximide,203.2371,C12H13NO2,original
methyl aminolevulinate,COC(=O)CCC(=O)CN,DDPD00992,Methyl aminolevulinate,145.1564,C6H11NO3,original
methyl nicotinate,COC(=O)C1=CN=CC=C1,DDPD13882,Methyl nicotinate,137.136,C7H7NO2,original
methyl salicylate,COC(=O)C1=CC=CC=C1O,DDPD09543,Methyl salicylate,152.1473,C8H8O3,original
methylchloroisothiazolinone,CN1SC(Cl)=CC1=O,,,149.60,C4H4ClNOS,PubChem
methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,DDPD00968,Methyldopa,211.2145,C10H13NO4,original
methylene blue,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,DDPD09241,Methylene blue,319.85,C16H18ClN3S,original
methylergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,DDPD00353,Methylergometrine,339.4314,C20H25N3O2,original
methylnaltrexone,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,DDPD06800,Methylnaltrexone,356.441,C21H26NO4,original
methylparaben,COC(=O)C1=CC=C(O)C=C1,,,152.15,C8H8O3,PubChem
methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,DDPD00422,Methylphenidate,233.3062,C14H19NO2,original
methylphenobarbital,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,DDPD00849,Methylphenobarbital,246.2619,C13H14N2O3,original
methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,DDPD00959,Methylprednisolone,374.4706,C22H30O5,original
methylprednisolone aceponate,[H][C@@]12CC[C@](OC(=O)CC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,,,472.6,C27H36O7,PubChem
methylprednisolone hemisuccinate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,,,474.5,C26H34O8,PubChem
methylprednisone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,,372.5,C22H28O5,PubChem
methyltestosterone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DDPD06710,Methyltestosterone,302.451,C20H30O2,original
methyprylon,CCC1(CC)C(=O)NCC(C)C1=O,DDPD01107,Methyprylon,183.2475,C10H17NO2,original
methysergide,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,DDPD00247,Methysergide,353.458,C21H27N3O2,original
meticillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,DDPD01603,Meticillin,380.415,C17H20N2O6S,original
meticrane,CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2,,,275.3,C10H13NO4S2,PubChem
metipranolol,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1,DDPD01214,Metipranolol,309.4006,C17H27NO4,original
metixene,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,DDPD00340,Metixene,309.468,C20H23NS,original
metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,DDPD01233,Metoclopramide,299.796,C14H22ClN3O2,original
metocurine,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,DDPD01336,Metocurine,652.8189,C40H48N2O6,original
metocurine iodide,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,DDPD00416,Metocurine iodide,906.6279,C40H48I2N2O6,original
metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,DDPD00524,Metolazone,365.835,C16H16ClN3O3S,original
metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,DDPD00264,Metoprolol,267.3639,C15H25NO3,original
metrizoic acid,CN(C(C)=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,,,627.94,C12H11I3N2O4,PubChem
metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,DDPD00916,Metronidazole,171.154,C6H9N3O3,original
metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,DDPD01011,Metyrapone,226.2738,C14H14N2O,original
metyrosine,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,DDPD00765,Metyrosine,195.2151,C10H13NO3,original
mexiletine,CC(N)COC1=C(C)C=CC=C1C,DDPD00379,Mexiletine,179.2588,C11H17NO,original
mezlocillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,DDPD00948,Mezlocillin,539.582,C21H25N5O8S2,original
mianserin,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,DDPD06148,Mianserin,264.3648,C18H20N2,original
micafungin,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,DDPD01141,Micafungin,1270.274,C56H71N9O23S,original
miconazole,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,DDPD01110,Miconazole,416.129,C18H14Cl4N2O,original
micronomicin,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,DDPD13274,Micronomicin,463.576,C20H41N5O7,original
midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,DDPD00683,Midazolam,325.767,C18H13ClFN3,original
midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,DDPD00211,Midodrine,254.2823,C12H18N2O4,original
midostaurin,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,DDPD06595,Midostaurin,570.649,C35H30N4O4,original
mifamurtide,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,DDPD13615,Mifamurtide,1277.515,C59H110N6NaO20P,original
mifepristone,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],DDPD00834,Mifepristone,429.5937,C29H35NO2,original
migalastat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,DDPD05018,Migalastat,163.1717,C6H13NO4,original
miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,DDPD00491,Miglitol,207.2243,C8H17NO5,original
miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,DDPD00419,Miglustat,219.278,C10H21NO4,original
milnacipran,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,DDPD04896,Milnacipran,246.354,C15H22N2O,original
milrinone,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,DDPD00235,Milrinone,211.2194,C12H9N3O,original
miltefosine,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,DDPD09031,Miltefosine,407.576,C21H46NO4P,original
minaprine,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,DDPD00805,Minaprine,298.3828,C17H22N4O,original
minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,DDPD01017,Minocycline,457.4764,C23H27N3O7,original
minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,DDPD00350,Minoxidil,209.2483,C9H15N5O,original
mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,DDPD08893,Mirabegron,396.506,C21H24N4O2S,original
mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,DDPD00370,Mirtazapine,265.3529,C17H19N3,original
misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,DDPD00929,Misoprostol,382.5341,C22H38O5,original
mitapivat,O=C(N1CCN(CC2CC2)CC1)C1=CC=C(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C=C1,,,450.6,C24H26N4O3S,PubChem
mitomycin,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,DDPD00305,Mitomycin,334.3272,C15H18N4O5,original
mitotane,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,DDPD00648,Mitotane,320.041,C14H10Cl4,original
mitoxantrone,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,DDPD01204,Mitoxantrone,444.4809,C22H28N4O6,original
mivacurium,COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC,DDPD01226,Mivacurium,1029.2608,C58H80N2O14,original
mizolastine,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,DDPD12523,Mizolastine,432.503,C24H25FN6O,original
mobocertinib,COC1=C(NC2=NC=C(C(=O)OC(C)C)C(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,,,585.7,C32H39N7O4,PubChem
moclobemide,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,DDPD01171,Moclobemide,268.739,C13H17ClN2O2,original
modafinil,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,DDPD00745,Modafinil,273.35,C15H15NO2S,original
moexipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,DDPD00691,Moexipril,498.5681,C27H34N2O7,original
molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,DDPD01618,Molindone,276.374,C16H24N2O2,original
molsidomine,CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1,DDPD09282,Molsidomine,242.235,C9H14N4O4,original
molybdenum,[Mo],DDPD11137,Molybdenum,95.94,Mo,original
mometasone furoate,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD14512,Mometasone furoate,521.429,C27H30Cl2O6,original
monobenzone,OC1=CC=C(OCC2=CC=CC=C2)C=C1,DDPD00600,Monobenzone,200.2332,C13H12O2,original
monomethyl fumarate,COC(=O)\C=C\C(O)=O,,,130.10,C5H6O4,PubChem
monopotassium phosphate,[K+].OP(O)([O-])=O,DDPD09413,Monopotassium phosphate,136.0855,H2KO4P,original
montelukast,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,DDPD00471,Montelukast,586.183,C35H36ClNO3S,original
moricizine,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,DDPD00680,Moricizine,427.517,C22H25N3O4S,original
morphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,DDPD00295,Morphine,285.3377,C17H19NO3,original
morpholinylmercaptobenzothiazole,C1CN(CCO1)SC1=NC2=CC=CC=C2S1,,,252.4,C11H12N2OS2,PubChem
