compound_name,NO.,IUPAC_name,SMILES,CID,logBB,BBB+/BBB-,Inchi,threshold,reference,group,comments,source,MW,AMW,SLogP,SMR,TopoPSA,TopoPSA(NO),nHBAcc,nHBDon,nRot,nAromAtom,nAromBond,nRing,nHetero,nC,nN,nO,nS,HybRatio,FCSP3,apol,bpol,LabuteASA,Lipinski,GhoseFilter
mepyramine,3998,"tert-butyl n-[(1s,2s,3r)-2-(4-chlorophenyl)sulfonyl-1-formyl-3-(4-methoxyphenyl)cyclopropyl]carbamate",COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1,100004992.0,,BBB+,"InChI=1S/C22H24ClNO6S/c1-21(2,3)30-20(26)24-22(13-25)18(14-5-9-16(29-4)10-6-14)19(22)31(27,28)17-11-7-15(23)8-12-17/h5-13,18-19H,1-4H3,(H,24,26)/t18-,19-,22+/m0/s1",-1.0,R16|R16|R10|R10|,B,,classification,465.1012861680006,8.456387021236376,3.750700000000002,116.3255,107.15,98.77,6,1,6,12,12,3,9,22,1,6,1,0.3636363636363636,0.3636363636363636,63.73503199999998,37.02096800000002,186.1607487673755,1,1
mepyramine (pyrilamine),823,"n'-[(4-methoxyphenyl)methyl]-n,n-dimethyl-n'-pyridin-2-ylethane-1,2-diamine",COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|4992.0|,0.5,BBB+,"InChI=1S/C17H23N3O/c1-19(2)12-13-20(17-6-4-5-11-18-17)14-15-7-9-16(21-3)10-8-15/h4-11H,12-14H2,1-3H3",,R11|R12|R18|R21|R25|R26|R27|R27|R35|R36|R39|R42|R43|R46|R48|R49|R49|R2|R2|R8|R27|R40|R3|R5|R5|R38|R41|R44|R47|R48|R49|R4|,A,,classification|regression,285.1841123560006,6.481457099000014,2.658400000000001,86.83500000000005,28.6,28.6,4,0,7,12,12,2,4,17,3,1,0,0.3529411764705882,0.3529411764705882,47.82823899999998,29.369761,126.5310105628008,1,1
mequinol,5818,4-methoxyphenol,COc1ccc(O)cc1,9015.0,,BBB-,"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",,R23|,C,,classification,124.052429496,7.297201735058824,1.4008,34.6588,29.46,29.46,2,1,1,6,6,1,2,7,0,2,0,0.1428571428571428,0.1428571428571428,18.62834399999999,9.761656,53.70412421559647,1,0
meropenem,2123,"(4r)-3-[(3s,5s)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1s)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid;trihydrate",C[C@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)C12,60707.0|441130.0|nan,,BBB-,"InChI=1S/C17H25N3O5S/c1-7-12-11(8(2)21)16(23)20(12)13(17(24)25)14(7)26-9-5-10(18-6-9)15(22)19(3)4/h7-12,18,21H,5-6H2,1-4H3,(H,24,25)/t7-,8+,9+,10+,11?,12?/m1/s1",-1.0,R1|R27|R30||R15||R27|R30|,B,,classification,383.1514919000008,7.512774350980407,-0.3079999999999994,96.11130000000004,135.48,110.18,6,3,5,0,0,3,9,17,3,5,1,0.7058823529411765,0.7058823529411765,55.26982499999998,34.13417500000001,156.1369017193067,1,1
meso-ethambutol,7191,(2s)-2-[2-[[(2r)-1-hydroxybutan-2-yl]amino]ethylamino]butan-1-ol,CC[C@@H](CO)NCCN[C@H](CC)CO,470072.0,,BBB+,"InChI=1S/C10H24N2O2/c1-3-9(7-13)11-5-6-12-10(4-2)8-14/h9-14H,3-8H2,1-2H3/t9-,10+",,R27|,C,,classification,204.183778008,5.373257316,-0.292599999999999,58.33500000000005,64.52,64.52,4,4,9,0,0,0,4,10,2,2,0,1.0,1.0,36.50703199999996,25.21696799999999,86.71192192900713,1,1
mesoridazine,314,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,4078.0|nan|46931072.0|53298654.0|nan|nan|nan||4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|4078.0|,-0.4,BBB+,"InChI=1S/C21H26N2OS2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(26(2)24)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",-1.0,R5|R11|R12|R20|R25|R35|R36|R39|R43|R47|R2|R2|R27|R8|R21|R27|R40|R4||R18|R26|R27||R13|R27|R30||R9|,A,,classification|regression,386.1486554520007,7.425935681769245,4.901100000000005,111.2314000000001,54.84,29.54,4,0,4,12,12,4,5,21,2,1,2,0.4285714285714285,0.4285714285714285,61.20861799999997,36.52138200000001,163.4984824294268,1,1
mestranol,1072,"(8r,9s,13s,14s,17r)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-17-ol",C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,6291.0,,BBB-,"InChI=1S/C21H26O2/c1-4-21(22)12-10-19-18-7-5-14-13-15(23-3)6-8-16(14)17(18)9-11-20(19,21)2/h1,6,8,13,17-19,22H,5,7,9-12H2,2-3H3/t17-,18-,19+,20+,21+/m1/s1",-1.0,R1|R27|R30|,B,,classification,310.1932800720007,6.330475103510219,3.915600000000003,91.39380000000006,29.46,29.46,2,1,1,6,6,4,2,21,0,2,0,0.6842105263157895,0.6190476190476191,54.01061799999997,27.819382,138.7950457484206,1,1
metaraminol,2122,"3-[(1r,2s)-2-amino-1-hydroxypropyl]phenol",C[C@H](N)[C@H](O)c1cccc(O)c1,5906.0|4087.0,,BBB-,"InChI=1S/C9H13NO2/c1-6(10)9(12)7-3-2-4-8(11)5-7/h2-6,9,11-12H,10H2,1H3/t6-,9-/m0/s1",-1.0,R1|R9|R24|R27|R27|R30||R19|R28|R27|R36|,B,,classification,167.094628656,6.68378514624,0.7728000000000002,46.71600000000002,66.48,66.48,3,3,2,6,6,1,3,9,1,2,0,0.3333333333333333,0.3333333333333333,26.40230899999998,12.471691,71.45458766409152,1,1
metaxalone,2177,"5-[(3,5-dimethylphenoxy)methyl]-1,3-oxazolidin-2-one",Cc1cc(C)cc(OCC2CNC(=O)O2)c1,15459.0|25271694.0,,BBB+,"InChI=1S/C12H15NO3/c1-8-3-9(2)5-10(4-8)15-7-11-6-13-12(14)16-11/h3-5,11H,6-7H2,1-2H3,(H,13,14)",-1.0,R1|R19|R6|R14|R15|R23|R27|R27|R30||R27|R30|,B,,classification,221.10519334,7.132425591612903,1.79064,59.68270000000003,47.56,47.56,3,1,3,6,6,2,4,12,1,3,0,0.4166666666666667,0.4166666666666667,33.54789499999998,19.958105,94.55369939501294,1,1
methacholine,5612,2-acetyloxypropyl(trimethyl)azanium,CC(=O)OC(C)C[N+](C)(C)C,1993.0,,BBB-,"InChI=1S/C8H18NO2/c1-7(11-8(2)10)6-9(3,4)5/h7H,6H2,1-5H3/q+1",,R23|,C,,classification,160.13320523609,5.521834663313448,0.6441999999999999,44.12740000000002,26.3,26.3,2,0,3,0,0,0,3,8,1,2,0,0.875,0.875,28.06627399999997,22.941726,68.53871831495512,1,1
methacycline (metacycline),4114,"4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methylidene-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,54676011.0,,BBB-,"InChI=1S/C22H22N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-6,10,14-15,17,25-27,30,32H,1H2,2-3H3,(H2,23,31)",-1.0,R19|R14|R23|R27|,B,,classification,442.1376156640006,8.18773362340742,-0.5944999999999991,110.9644,181.62,181.62,9,6,2,6,6,4,10,22,2,8,0,0.3181818181818182,0.3181818181818182,60.02544599999999,25.814554,181.7396338210297,0,0
methadone,957,"6-(dimethylamino)-4,4-diphenylheptan-3-one",CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4095.0|4095.0|4095.0|4095.0|4095.0|4095.0|4095.0|,0.9,BBB+,"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3",,R47|R2|R2|R25|R27|R46|,A,,classification|regression,309.2092644840008,6.184185289680015,4.292000000000004,96.72800000000008,20.31,20.31,2,0,7,12,12,2,2,21,1,1,0,0.3809523809523809,0.3809523809523809,54.97541099999997,29.66458899999999,139.6943321253776,1,1
methamphetamine,977,(2s)-n-methyl-1-phenylpropan-2-amine,CN[C@@H](C)Cc1ccccc1,10836.0|100001206.0|10836.0|10836.0|10836.0|,0.96,BBB+,"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1",-1.0,R21|R20|R39||R16|R16|R10|R10|,A,,classification|regression,149.12044948,5.735401903076923,1.837,48.66770000000003,12.03,12.03,1,1,3,6,6,1,1,10,1,0,0,0.4,0.4,27.80189499999997,15.618105,68.44103376069144,1,0
methamphetamine (pervertin),966,n-methyl-1-phenylpropan-2-amine,CNC(C)Cc1ccccc1,1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|1206.0|,0.9,BBB+,"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3",,R3|R18|R25|R26|R27|R38|R41|R46|R47|R27|R2|R2|R27|R43|R40|R8|R21|R27|R12|R35|,A,,classification|regression,149.12044948,5.735401903076923,1.837,48.66770000000003,12.03,12.03,1,1,3,6,6,1,1,10,1,0,0,0.4,0.4,27.80189499999997,15.618105,68.44103376069144,1,0
methanol,566,methanol,CO,887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|887.0|,0.02,BBB+,"InChI=1S/CH4O/c1-2/h2H,1H3",,R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R43|R46|R47|,A,,classification|regression,32.026214748,5.337702458,-0.3915,8.1428,20.23,20.23,1,1,0,0,0,0,1,1,0,1,0,1.0,1.0,5.139172,4.012828,13.53348478002556,1,0
methantheline,1691,diethyl-methyl-[2-(9h-xanthene-9-carbonyloxy)ethyl]azanium,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,4097.0,,BBB-,"InChI=1S/C21H26NO3/c1-4-22(3,5-2)14-15-24-21(23)20-16-10-6-8-12-18(16)25-19-13-9-7-11-17(19)20/h6-13,20H,4-5,14-15H2,1-3H3/q+1",-1.0,R1|R13|R14|R23|R27|R30|,B,,classification,340.1907201120908,6.670406276707661,3.953800000000003,97.89340000000009,35.53,35.53,3,0,6,12,12,3,4,21,1,3,0,0.3809523809523809,0.3809523809523809,55.91261799999998,32.703382,149.1255629174574,1,1
methazolamide,5088,"n-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-2-ylidene)acetamide",CC(=O)N=c1sc(S(N)(=O)=O)nn1C,4100.0,,BBB-,"InChI=1S/C5H8N4O3S2/c1-3(10)7-4-9(2)8-5(13-4)14(6,11)12/h1-2H3,(H2,6,11,12)",,R14|R23|,C,,classification,236.003782116,10.72744464163636,-1.4238,48.7022,144.03,107.41,6,1,1,5,5,1,9,5,4,3,2,0.4,0.4,26.29034399999999,20.289656,83.94182492532303,1,0
methdilazine,5268,10-[(1-methylpyrrolidin-3-yl)methyl]phenothiazine,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,14677.0,,BBB+,"InChI=1S/C18H20N2S/c1-19-11-10-14(12-19)13-20-15-6-2-4-8-17(15)21-18-9-5-3-7-16(18)20/h2-9,14H,10-13H2,1H3",,R14|R23|,C,,classification,296.1347196400005,7.222798040000013,4.241000000000003,89.61700000000006,31.78,6.48,3,0,2,12,12,4,3,18,2,0,1,0.3333333333333333,0.3333333333333333,48.49585999999998,25.94414,130.3092650706542,1,1
methimazole,7795,3-methyl-1h-imidazole-2-thione,Cn1cc[nH]c1=S,1349907.0,,BBB-,"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)",,R14|R15|R23|R27|,D,,classification,114.025169192,8.771166860923076,1.08269,30.5977,52.81,20.72,2,1,0,5,5,1,3,4,2,0,1,0.25,0.25,15.780758,9.529241999999998,46.79390536965459,1,0
methocarbamol,2083,[2-hydroxy-3-(2-methoxyphenoxy)propyl] carbamate,COc1ccccc1OCC(O)COC(N)=O,4107.0|100004107.0,,BBB+,"InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)",-1.0,R1|R14|R15|R23|R27|R30||R16|R10|R10|,B,,classification,241.09502258,7.534219455625,0.5302000000000002,60.03120000000003,91.01,91.01,5,2,6,6,6,1,6,11,1,5,0,0.3636363636363636,0.3636363636363636,33.48189499999998,20.554105,98.89239592925314,1,1
methohexital,3878,"5-(2,3-dihydro-1,4-benzodioxin-6-yl)-n-[(2s,3r)-1-hydroxy-3-methylpentan-2-yl]-1h-pyrazole-4-carboxamide",CC[C@@H](C)[C@@H](CO)NC(=O)c1cn[nH]c1-c1ccc2c(c1)OCCO2,100009034.0,,BBB+,"InChI=1S/C18H23N3O4/c1-3-11(2)14(10-22)20-18(23)13-9-19-21-17(13)12-4-5-15-16(8-12)25-7-6-24-15/h4-5,8-9,11,14,22H,3,6-7,10H2,1-2H3,(H,19,21)(H,20,23)/t11-,14-/m1/s1",-1.0,R16|R10|,B,,classification,345.1688562160006,7.191017837833345,1.9847,92.80870000000004,96.47,96.47,5,3,6,11,11,3,7,18,3,4,0,0.4444444444444444,0.4444444444444444,51.90423899999998,28.55376099999999,145.8971156668284,1,1
methopromazine,2062,"3-(2-methoxyphenothiazin-10-yl)-n,n-dimethylpropan-1-amine",COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,18847.0,,BBB+,"InChI=1S/C18H22N2OS/c1-19(2)11-6-12-20-15-7-4-5-8-17(15)22-18-10-9-14(21-3)13-16(18)20/h4-5,7-10,13H,6,11-12H2,1-3H3",-1.0,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,B,,classification,314.1452843240006,7.139665552818196,4.249600000000004,93.73600000000006,41.01000000000001,15.71,4,0,5,12,12,3,4,18,2,1,1,0.3333333333333333,0.3333333333333333,50.63144599999998,29.686554,136.4286414536903,1,1
methotrexate,45,"(2s)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,126941.0|100004112.0|126941.0|126941.0|126941.0|,-1.5,BBB-,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",-1.0,R39|R43|R5||R16|R16|R10|R10|,A,,classification|regression,454.1713158040005,8.257660287345464,0.2684000000000012,118.2616,210.54,210.54,10,5,9,16,17,3,13,20,8,5,0,0.25,0.25,60.87944599999999,30.374554,187.0308017486153,1,1
methotrimeprazine,2063,"(2r)-3-(2-methoxyphenothiazin-10-yl)-n,n,2-trimethylpropan-1-amine",COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,72287.0,,BBB+,"InChI=1S/C19H24N2OS/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3/t14-/m1/s1",-1.0,R1|R1|R27|R27|R27|R30|R30|R30|,B,,classification,328.1609343880007,6.982147540170227,4.495600000000004,98.28300000000004,41.01000000000001,15.71,4,0,5,12,12,3,4,19,2,1,1,0.3684210526315789,0.3684210526315789,53.63503199999997,31.692968,142.7935835680869,1,1
methoxsalen,5300,"9-methoxyfuro[3,2-g]chromen-7-one",COc1c2occc2cc2ccc(=O)oc12,4114.0,,BBB-,"InChI=1S/C12H8O4/c1-14-12-10-8(4-5-15-10)6-7-2-3-9(13)16-11(7)12/h2-6H,1H3",,R14|R23|,C,,classification,216.042258736,9.001760780666666,2.547800000000001,58.80800000000002,52.58,52.58,4,0,1,13,15,3,4,12,0,4,0,0.0833333333333333,0.0833333333333333,28.58234399999999,14.101656,90.0338877150005,1,1
methoxyflurane,662,"2,2-dichloro-1,1-difluoro-1-methoxyethane",COC(F)(F)C(Cl)Cl,4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|4116.0|,0.2,BBB+,"InChI=1S/C3H4Cl2F2O/c1-8-3(6,7)2(4)5/h2H,1H3",,R3|R38|R25|R41|R46|R47|R40|R2|R2|R27|R8|R21|R27|R12|R35|R36|R39|R43|R44|R49|R5|,A,,classification|regression,163.960726548,13.663393879,2.0293,27.45,9.23,9.23,1,0,2,0,0,0,5,3,0,1,0,1.0,1.0,13.953172,8.994827999999998,55.52028374574547,1,0
methsuximide (mesuximide),7280,"(3r)-1,3-dimethyl-3-phenylpyrrolidine-2,5-dione",CN1C(=O)C[C@](C)(c2ccccc2)C1=O,25271978.0,,BBB+,"InChI=1S/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3/t12-/m1/s1",,R27|R30|,C,,classification,203.094628656,7.253379594857143,1.333,56.18800000000003,37.38,37.38,2,0,1,6,6,2,3,12,1,2,0,0.3333333333333333,0.3333333333333333,31.41230899999998,16.487691,88.69810252263831,1,1
methsuximide(mesuximide),1801,"1,3-dimethyl-3-phenylpyrrolidine-2,5-dione",CN1C(=O)CC(C)(c2ccccc2)C1=O,6476.0,,BBB+,"InChI=1S/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3",-1.0,R1|R13|R19|R6|R14|R23|R27|R27|R30|,B,,classification,203.094628656,7.253379594857143,1.333,56.18800000000003,37.38,37.38,2,0,1,6,6,2,3,12,1,2,0,0.3333333333333333,0.3333333333333333,31.41230899999998,16.487691,88.69810252263831,1,1
methyl aminolevulinate,5788,methyl 5-amino-4-oxopentanoate,COC(=O)CCC(=O)CN,157922.0,,BBB-,"InChI=1S/C6H11NO3/c1-10-6(9)3-2-5(8)4-7/h2-4,7H2,1H3",,R23|,C,,classification,145.073893212,6.908280629142857,-0.5326000000000002,35.31139999999998,69.39,69.39,4,1,4,0,0,0,4,6,1,3,0,0.6666666666666666,0.6666666666666666,20.86072299999998,13.937277,59.34044172641971,1,0
methylchloroform,771,"1,1,1-trichloroethane",CC(Cl)(Cl)Cl,6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|6278.0|,0.4,BBB+,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",,R36|R8|R21|R27|R41|R3|R38|R47|R2|R2|R27|R40|R11|R5|R11|R12|R17|R18|R22|R25|R26|R27|R32|R39|R43|R44|R46|R48|R49|,A,,classification|regression,131.930033136,16.491254142,2.376500000000001,25.964,0.0,0.0,0,0,0,0,0,0,3,2,0,0,0,1.0,1.0,11.880379,4.539621,46.01399182287118,1,0
methyldihydromorphine,4468,"3,7-dimethyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",CN1CCC23c4c5ccc(O)c4OC2C(C)(O)CCC3C1C5,12312819.0|5464303.0|nan,,BBB+,"InChI=1S/C18H23NO3/c1-17(21)6-5-11-12-9-10-3-4-13(20)15-14(10)18(11,16(17)22-15)7-8-19(12)2/h3-4,11-12,16,20-21H,5-9H2,1-2H3",-1.0,R19|R27||R6||R27|R30|,B,,classification,301.1677935960006,6.692617635466681,1.8122,82.28760000000004,52.93000000000001,52.93000000000001,4,2,0,6,6,5,4,18,1,3,0,0.6666666666666666,0.6666666666666666,48.90223899999997,26.519761,130.2492302822416,1,1
methylnaltrexone bromide,7724,"(4r,4as,7ar,12bs)-3-(cyclopropylmethyl)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one;bromide",C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,5361918.0,,BBB-,"InChI=1S/C21H25NO4/c1-22(11-12-2-3-12)9-8-20-17-13-4-5-14(23)18(17)26-19(20)15(24)6-7-21(20,25)16(22)10-13/h4-5,12,16,19,25H,2-3,6-11H2,1H3/p+1/t16-,19+,20+,21-,22?/m1/s1",,R29|,C,chemical name corrected,classification,356.1856347320907,6.849723744847898,1.67,94.14300000000006,66.76,66.76,4,2,2,6,6,6,5,21,1,4,0,0.6666666666666666,0.6666666666666666,56.71461799999997,30.967382,152.7097190585413,1,1
methylphenidate,952,methyl 2-phenyl-2-piperidin-2-ylacetate,COC(=O)C(c1ccccc1)C1CCCCN1,4158.0|100004158.0|4158.0|4158.0|4158.0|4158.0|4158.0|4158.0|4158.0|,0.88,BBB+,"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3",-1.0,R2|R2|R8|R27|R18|R26|R27||R16|R10|R10|,A,,classification|regression,233.141578848,6.476154968,2.0853,66.84070000000004,38.33,38.33,3,1,3,6,6,2,3,14,1,2,0,0.5,0.5,38.75306699999998,22.23493299999999,102.1700383942993,1,1
methylprednisolone,1595,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3h-1,4-benzodiazepin-2-one",CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,3393.0|100004159.0|nan,,BBB+,"InChI=1S/C21H23ClFN3O/c1-3-25(4-2)11-12-26-19-10-9-15(22)13-17(19)21(24-14-20(26)27)16-7-5-6-8-18(16)23/h5-10,13H,3-4,11-12,14H2,1-2H3",-1.0,R1|R7|R13|R19|R6|R14|R15|R23|R24|R26|R27|R27|R27|R27|R29|R30|R30|R36||R16|R10|R10||R27|R30|,B,,classification,387.1513682560006,7.743027365120013,4.004900000000003,108.499,35.91,35.91,3,0,6,12,12,3,6,21,3,1,0,0.3333333333333333,0.3333333333333333,57.24523899999998,30.12476099999999,163.8124587577198,1,1
methylprednisolone hemisuccinate,2129,"4-[2-[(6s,8s,9s,10r,11s,13s,14s,17r)-11,17-dihydroxy-6,10,13-trimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-17-yl]-2-oxoethoxy]-4-oxobutanoic acid",C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,16923.0,,BBB+,"InChI=1S/C26H34O8/c1-14-10-16-17-7-9-26(33,20(29)13-34-22(32)5-4-21(30)31)25(17,3)12-19(28)23(16)24(2)8-6-15(27)11-18(14)24/h6,8,11,14,16-17,19,23,28,33H,4-5,7,9-10,12-13H2,1-3H3,(H,30,31)/t14-,16-,17-,19-,23+,24-,25-,26-/m0/s1",-1.0,R1|R27|R30|,B,,classification,474.2253680480009,6.973902471294132,2.2193,120.3384000000001,138.2,138.2,7,3,6,0,0,4,8,26,0,8,0,0.6923076923076923,0.6923076923076923,72.50696199999997,39.31703800000003,198.6026080955293,1,1
methylprednisolone-aceponate,1436,"[(6s,8s,9s,10r,11s,13s,14s,17r)-17-(2-acetyloxyacetyl)-11-hydroxy-6,10,13-trimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-17-yl] propanoate",CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,63019.0|nan,,BBB+,"InChI=1S/C27H36O7/c1-6-23(32)34-27(22(31)14-33-16(3)28)10-8-19-18-11-15(2)20-12-17(29)7-9-25(20,4)24(18)21(30)13-26(19,27)5/h7,9,12,15,18-19,21,24,30H,6,8,10-11,13-14H2,1-5H3/t15-,18-,19-,21-,24+,25-,26-,27-/m0/s1",-1.0,R1|R6|R27|R30||R27|R30|,B,,classification,472.246103492001,6.746372907028586,3.335300000000002,123.3068000000001,106.97,106.97,7,1,5,0,0,4,7,27,0,7,0,0.7037037037037037,0.7037037037037037,74.70854799999998,43.05945200000003,200.4926279350408,1,1
methylprednisolone-acetate,1169,"[2-[(6s,8s,9s,10r,11s,13s,14s,17r)-11,17-dihydroxy-6,10,13-trimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5877.0|584547.0|nan,,BBB+,"InChI=1S/C24H32O6/c1-13-9-16-17-6-8-24(29,20(28)12-30-14(2)25)23(17,4)11-19(27)21(16)22(3)7-5-15(26)10-18(13)22/h5,7,10,13,16-17,19,21,27,29H,6,8-9,11-12H2,1-4H3/t13-,16-,17-,19-,21+,22-,23-,24-/m0/s1",-1.0,R1|R6|R27|R30||R19|R27||R27|R30|,B,,classification,416.2198887440009,6.713224012000014,2.374400000000001,109.1426000000001,100.9,100.9,6,2,3,0,0,4,6,24,0,6,0,0.7083333333333334,0.7083333333333334,66.22937599999997,36.44262400000001,176.9169680144963,1,1
